employee_id,department,role,week,typing_speed_wpm,meeting_hours_per_day,after_hours_app_usage_hrs,weekend_logins,calendar_density,slack_response_time_min,task_completion_rate,pto_days_used,focus_time_blocks,email_volume_per_day,burnout_score,risk_label
EMP_0046,Engineering,Mid,12,54.88,4.49,1.06,8,0.6,14.56,0.718,1,3.08,51.14,37.85,Low
EMP_0047,Engineering,Senior,1,57.24,1.7,0.1,1,0.533,7.96,0.904,2,3.68,34.45,11.66,Low
EMP_0047,Engineering,Senior,2,59.18,2.27,0.99,0,0.469,16.3,0.817,1,4.21,33.28,16.21,Low
EMP_0047,Engineering,Senior,3,57.83,1.51,1.02,2,0.627,14.67,0.867,1,3.77,27.66,27.21,Low
EMP_0047,Engineering,Senior,4,63.75,3.06,0.95,1,0.258,8.58,0.849,3,2.64,22.03,22.14,Low
EMP_0047,Engineering,Senior,5,66.03,1.76,0.95,0,0.353,1.0,0.913,3,4.76,11.99,17.63,Low
EMP_0047,Engineering,Senior,6,55.9,2.19,0.0,0,0.3,16.95,0.742,0,3.7,17.68,15.13,Low
EMP_0047,Engineering,Senior,7,59.54,1.99,1.08,1,0.349,9.62,0.812,1,4.18,53.65,24.01,Low
EMP_0047,Engineering,Senior,8,62.61,3.72,0.89,1,0.435,20.33,0.825,0,3.41,24.15,29.11,Low
EMP_0047,Engineering,Senior,9,65.81,2.13,0.25,0,0.464,8.56,0.766,1,2.86,19.64,27.98,Low
EMP_0047,Engineering,Senior,10,57.53,2.9,0.33,0,0.474,8.22,0.791,1,4.24,25.57,28.38,Low
EMP_0047,Engineering,Senior,11,55.35,4.67,1.2,2,0.328,16.87,0.738,0,3.19,27.46,29.28,Low
EMP_0047,Engineering,Senior,12,51.69,1.54,0.04,0,0.306,1.0,0.899,0,3.72,37.65,14.64,Low
EMP_0048,HR,Senior,1,54.09,1.72,1.24,1,0.412,25.08,0.907,0,3.52,46.97,24.02,Low
EMP_0048,HR,Senior,2,50.09,1.71,1.55,1,0.52,19.39,0.775,1,2.59,44.31,27.01,Low
EMP_0048,HR,Senior,3,67.13,2.89,0.58,1,0.537,6.76,0.761,0,3.3,35.69,26.8,Low
EMP_0048,HR,Senior,4,62.84,5.32,1.36,2,0.557,27.94,0.69,2,2.31,34.93,40.94,Medium
EMP_0048,HR,Senior,5,50.16,2.53,1.56,0,0.567,12.14,0.748,1,2.85,38.26,19.41,Low
EMP_0048,HR,Senior,6,48.86,3.24,1.59,2,0.559,9.0,0.681,0,2.32,50.56,37.43,Low
EMP_0048,HR,Senior,7,46.48,4.22,2.13,2,0.687,23.86,0.74,1,2.22,41.69,46.08,Medium
EMP_0048,HR,Senior,8,52.82,4.54,0.48,1,0.413,16.49,0.735,1,3.05,37.4,25.29,Low
EMP_0048,HR,Senior,9,60.04,0.28,0.52,1,0.414,15.03,0.883,1,2.83,28.25,13.14,Low
EMP_0048,HR,Senior,10,50.9,4.61,1.61,2,0.4,22.64,0.797,0,2.27,46.58,28.28,Low
EMP_0048,HR,Senior,11,60.87,4.34,1.46,3,0.599,14.75,0.704,0,2.44,57.17,27.42,Low
EMP_0048,HR,Senior,12,54.32,4.61,1.1,2,0.492,23.72,0.694,1,3.07,41.86,36.73,Low
EMP_0049,Engineering,Mid,1,57.99,3.72,0.0,1,0.336,9.12,0.869,0,3.37,0.0,12.4,Low
EMP_0049,Engineering,Mid,2,56.5,3.57,1.0,1,0.339,13.27,0.81,0,3.22,31.52,21.05,Low
EMP_0049,Engineering,Mid,3,63.83,3.58,1.51,0,0.507,17.19,0.759,0,2.85,36.48,32.2,Low
EMP_0049,Engineering,Mid,4,63.79,2.28,0.52,1,0.339,7.32,0.85,1,2.77,26.96,19.54,Low
EMP_0049,Engineering,Mid,5,61.86,2.65,0.37,2,0.397,14.66,0.812,1,2.62,18.85,22.98,Low
EMP_0049,Engineering,Mid,6,59.97,2.99,0.95,0,0.406,13.8,0.818,0,2.43,32.55,13.26,Low
EMP_0049,Engineering,Mid,7,59.66,3.77,1.31,1,0.446,16.51,0.764,2,2.7,33.47,24.95,Low
EMP_0049,Engineering,Mid,8,60.33,3.68,1.29,2,0.635,10.28,0.817,0,3.54,48.13,29.96,Low
EMP_0049,Engineering,Mid,9,66.34,3.44,0.46,1,0.633,18.64,0.759,3,2.89,35.5,31.27,Low
EMP_0049,Engineering,Mid,10,57.86,3.22,2.15,2,0.549,14.58,0.774,1,3.27,32.87,31.25,Low
EMP_0049,Engineering,Mid,11,50.93,3.22,1.18,1,0.301,12.07,0.799,0,3.79,28.15,13.81,Low
EMP_0049,Engineering,Mid,12,64.3,4.1,1.14,0,0.576,18.86,0.751,0,3.23,32.76,28.26,Low
EMP_0050,Finance,Senior,1,52.41,4.25,2.0,1,0.67,19.88,0.737,0,3.14,41.15,40.88,Medium
EMP_0050,Finance,Senior,2,53.37,4.5,1.35,0,0.448,30.85,0.667,2,2.51,32.71,32.05,Low
EMP_0050,Finance,Senior,3,53.29,3.87,1.56,4,0.467,15.91,0.698,0,2.72,27.15,37.74,Low
EMP_0050,Finance,Senior,4,39.27,3.17,1.41,1,0.674,26.36,0.669,1,2.92,66.0,33.61,Low
EMP_0050,Finance,Senior,5,62.26,4.67,1.84,1,0.536,21.48,0.696,0,3.23,42.12,34.64,Low
EMP_0050,Finance,Senior,6,56.49,2.89,2.08,4,0.379,18.59,0.803,0,2.58,40.72,36.52,Low
EMP_0050,Finance,Senior,7,47.34,3.14,1.73,2,0.438,26.61,0.781,3,2.74,23.71,29.61,Low
EMP_0050,Finance,Senior,8,53.26,3.56,1.81,4,0.593,24.52,0.78,0,2.53,33.83,37.42,Low
EMP_0050,Finance,Senior,9,47.18,4.78,3.15,2,0.731,27.97,0.73,1,0.9,71.14,54.32,Medium
EMP_0050,Finance,Senior,10,50.52,3.71,1.53,0,0.482,26.81,0.725,1,1.9,53.93,32.32,Low
EMP_0050,Finance,Senior,11,50.06,6.42,2.19,1,0.672,31.52,0.654,0,1.79,72.24,45.45,Medium
EMP_0050,Finance,Senior,12,47.3,6.35,2.13,2,0.798,26.79,0.643,0,2.59,44.04,48.95,Medium
EMP_0051,Marketing,Lead,1,62.24,2.77,1.18,0,0.291,10.95,0.759,1,3.5,42.48,23.91,Low
EMP_0051,Marketing,Lead,2,57.22,3.08,0.39,1,0.387,17.01,0.862,2,4.1,21.49,31.26,Low
EMP_0051,Marketing,Lead,3,65.98,4.21,0.26,0,0.39,9.18,0.885,3,3.42,34.97,16.78,Low
EMP_0051,Marketing,Lead,4,63.23,1.63,0.37,0,0.61,15.77,0.722,1,3.23,13.35,15.56,Low
EMP_0051,Marketing,Lead,5,66.4,0.72,0.75,0,0.307,10.24,0.902,2,2.22,24.83,21.27,Low
EMP_0051,Marketing,Lead,6,53.27,2.87,0.68,1,0.524,16.68,0.791,1,3.0,21.67,18.39,Low
EMP_0051,Marketing,Lead,7,64.63,2.19,0.63,0,0.392,11.07,0.799,3,3.13,27.6,24.47,Low
EMP_0051,Marketing,Lead,8,60.59,5.26,1.56,1,0.535,9.97,0.808,1,2.67,49.59,32.82,Low
EMP_0051,Marketing,Lead,9,57.61,3.57,0.0,1,0.442,14.32,0.803,1,2.88,36.25,21.51,Low
EMP_0051,Marketing,Lead,10,52.25,4.08,1.46,2,0.673,26.26,0.767,1,2.8,21.43,29.98,Low
EMP_0051,Marketing,Lead,11,49.38,2.23,0.9,0,0.415,11.98,0.869,2,2.44,17.71,22.95,Low
EMP_0051,Marketing,Lead,12,53.42,3.41,1.51,1,0.542,20.95,0.798,0,2.08,37.8,29.25,Low
EMP_0052,HR,Lead,1,53.53,4.23,1.8,2,0.587,22.09,0.835,0,3.06,33.08,34.04,Low
EMP_0052,HR,Lead,2,47.76,3.6,1.21,1,0.671,20.64,0.774,0,3.52,33.98,33.72,Low
EMP_0052,HR,Lead,3,50.85,3.11,2.21,1,0.552,24.62,0.687,1,2.94,43.08,26.81,Low
EMP_0052,HR,Lead,4,68.37,3.79,1.9,2,0.535,28.71,0.739,4,2.16,52.47,32.64,Low
EMP_0052,HR,Lead,5,61.88,5.45,2.05,4,0.553,28.49,0.736,2,2.91,38.96,39.83,Low
EMP_0052,HR,Lead,6,55.35,5.7,1.81,1,0.556,28.59,0.75,1,3.84,34.11,32.84,Low
EMP_0052,HR,Lead,7,57.63,2.84,1.03,3,0.595,18.11,0.756,0,2.04,42.87,42.24,Medium
EMP_0052,HR,Lead,8,48.1,4.71,1.93,2,0.558,23.26,0.741,0,2.24,40.72,40.67,Medium
EMP_0052,HR,Lead,9,38.26,4.27,2.33,5,0.474,20.37,0.833,5,1.79,40.15,39.77,Low
EMP_0052,HR,Lead,10,51.42,7.38,2.34,3,0.446,19.93,0.705,0,3.04,49.48,44.68,Medium
EMP_0052,HR,Lead,11,52.63,5.33,1.37,2,0.536,24.85,0.791,0,2.04,48.02,32.16,Low
EMP_0052,HR,Lead,12,48.07,5.08,1.62,2,0.588,33.16,0.659,0,2.81,64.72,42.25,Medium
EMP_0053,Marketing,Senior,1,50.7,3.44,1.71,1,0.34,20.44,0.844,2,3.31,37.73,35.26,Low
EMP_0053,Marketing,Senior,2,57.48,3.13,0.47,1,0.441,8.39,0.775,3,3.33,34.64,22.28,Low
EMP_0053,Marketing,Senior,3,54.81,2.82,0.0,2,0.319,9.25,0.81,1,3.64,35.82,24.62,Low
EMP_0053,Marketing,Senior,4,58.52,4.01,1.08,0,0.52,12.56,0.794,2,3.87,15.89,25.42,Low
EMP_0053,Marketing,Senior,5,61.13,2.92,0.82,1,0.357,14.41,0.816,2,3.44,21.35,18.56,Low
EMP_0053,Marketing,Senior,6,54.99,3.26,1.46,0,0.564,17.32,0.823,2,3.31,24.76,17.93,Low
EMP_0053,Marketing,Senior,7,57.48,3.16,0.31,5,0.372,15.52,0.728,2,2.47,22.24,28.05,Low
EMP_0053,Marketing,Senior,8,59.14,3.05,1.74,4,0.56,18.84,0.787,1,3.08,36.36,37.63,Low
EMP_0053,Marketing,Senior,9,67.81,2.12,0.8,3,0.482,13.28,0.803,1,2.79,30.81,26.13,Low
EMP_0053,Marketing,Senior,10,65.09,2.76,0.0,1,0.372,20.25,0.811,0,2.5,24.16,22.71,Low
EMP_0053,Marketing,Senior,11,56.08,3.86,2.38,1,0.533,13.84,0.74,1,3.64,49.97,44.64,Medium
EMP_0053,Marketing,Senior,12,63.58,1.36,0.8,3,0.307,7.6,0.788,3,3.89,21.62,10.47,Low
EMP_0054,Marketing,Mid,1,66.17,2.45,0.87,0,0.534,13.9,0.809,1,3.3,24.14,17.39,Low
EMP_0054,Marketing,Mid,2,64.51,4.59,0.0,2,0.398,9.75,0.895,1,4.53,19.5,22.03,Low
EMP_0054,Marketing,Mid,3,66.46,2.2,0.67,1,0.366,14.98,0.887,1,4.64,26.13,27.93,Low
EMP_0054,Marketing,Mid,4,59.21,2.41,0.36,0,0.517,7.52,0.803,4,3.74,38.14,17.1,Low
EMP_0054,Marketing,Mid,5,59.51,3.03,0.4,0,0.307,17.61,0.8,0,3.96,25.09,14.84,Low
EMP_0054,Marketing,Mid,6,51.13,4.7,1.57,1,0.518,19.19,0.847,1,3.26,31.41,15.99,Low
EMP_0054,Marketing,Mid,7,62.4,4.12,0.48,0,0.49,7.77,0.813,0,3.9,25.86,25.52,Low
EMP_0054,Marketing,Mid,8,58.98,4.32,1.0,2,0.566,16.43,0.678,2,3.14,47.98,35.29,Low
EMP_0054,Marketing,Mid,9,63.81,3.62,0.41,0,0.422,5.53,0.852,1,3.68,39.57,16.25,Low
EMP_0054,Marketing,Mid,10,56.53,2.22,1.45,2,0.396,16.86,0.777,0,3.37,46.78,20.39,Low
EMP_0054,Marketing,Mid,11,56.51,3.49,1.46,0,0.416,13.18,0.849,1,2.94,27.72,36.67,Low
EMP_0054,Marketing,Mid,12,56.84,4.95,2.35,2,0.511,23.3,0.757,1,2.63,40.42,32.0,Low
EMP_0055,Operations,Manager,1,60.38,4.89,0.82,3,0.572,15.44,0.827,0,2.81,47.91,31.44,Low
EMP_0055,Operations,Manager,2,55.48,2.82,0.7,2,0.442,21.37,0.758,1,3.46,33.57,31.24,Low
EMP_0055,Operations,Manager,3,45.25,3.57,1.43,1,0.406,20.92,0.762,0,3.51,44.19,34.3,Low
EMP_0055,Operations,Manager,4,54.88,5.79,0.76,3,0.444,16.12,0.774,1,3.19,38.86,37.79,Low
EMP_0055,Operations,Manager,5,57.33,3.99,1.09,2,0.656,12.72,0.78,0,2.73,45.31,32.97,Low
EMP_0055,Operations,Manager,6,60.01,5.41,1.41,4,0.506,21.7,0.77,0,2.97,37.48,40.4,Medium
EMP_0055,Operations,Manager,7,49.64,4.1,2.08,0,0.53,27.44,0.726,2,2.92,38.17,35.96,Low
EMP_0055,Operations,Manager,8,60.67,4.48,1.94,2,0.448,13.81,0.745,2,2.11,48.28,34.15,Low
EMP_0055,Operations,Manager,9,61.98,4.22,1.23,1,0.286,15.58,0.819,0,3.17,20.61,15.77,Low
EMP_0055,Operations,Manager,10,54.34,2.64,0.35,2,0.5,20.64,0.89,2,2.72,32.08,13.16,Low
EMP_0055,Operations,Manager,11,60.17,4.28,1.7,3,0.493,19.67,0.835,0,3.47,49.49,42.7,Medium
EMP_0055,Operations,Manager,12,40.6,5.15,2.72,4,0.766,30.87,0.611,1,0.98,43.17,44.29,Medium
EMP_0056,Finance,Senior,1,53.74,3.05,1.47,3,0.583,16.36,0.869,0,2.93,35.37,24.66,Low
EMP_0056,Finance,Senior,2,46.5,4.16,1.34,1,0.419,23.19,0.806,1,2.58,33.12,29.84,Low
EMP_0056,Finance,Senior,3,51.86,3.74,1.56,6,0.597,27.03,0.811,1,2.28,45.2,46.16,Medium
EMP_0056,Finance,Senior,4,64.44,4.14,0.67,0,0.59,15.41,0.763,1,1.89,49.37,18.53,Low
EMP_0056,Finance,Senior,5,50.46,4.78,1.62,1,0.547,19.8,0.741,1,3.56,35.99,24.85,Low
EMP_0056,Finance,Senior,6,46.87,4.76,0.95,2,0.533,17.85,0.757,2,2.16,26.97,33.57,Low
EMP_0056,Finance,Senior,7,59.64,4.2,0.71,2,0.536,14.51,0.725,1,2.02,30.21,29.47,Low
EMP_0056,Finance,Senior,8,58.34,4.75,1.8,0,0.693,22.33,0.666,0,1.98,35.84,44.83,Medium
EMP_0056,Finance,Senior,9,53.54,5.16,1.61,1,0.579,19.17,0.656,1,1.98,52.99,32.96,Low
EMP_0056,Finance,Senior,10,41.9,3.3,2.42,2,0.631,23.66,0.719,0,1.91,35.9,37.16,Low
EMP_0056,Finance,Senior,11,54.91,3.85,0.27,5,0.686,24.07,0.744,1,2.18,29.71,30.26,Low
EMP_0056,Finance,Senior,12,54.76,3.81,1.65,3,0.716,22.72,0.731,1,2.33,47.68,36.76,Low
EMP_0057,Operations,Manager,1,62.41,1.95,0.71,0,0.478,14.57,0.823,2,2.93,42.48,25.16,Low
EMP_0057,Operations,Manager,2,54.29,3.82,0.6,2,0.431,22.55,0.774,1,2.92,45.1,33.22,Low
EMP_0057,Operations,Manager,3,55.87,3.2,0.85,0,0.45,19.97,0.888,1,3.62,40.77,25.37,Low
EMP_0057,Operations,Manager,4,49.52,3.97,0.8,2,0.478,7.16,0.687,0,3.35,25.69,27.99,Low
EMP_0057,Operations,Manager,5,50.97,2.52,0.73,2,0.505,19.64,0.823,1,2.62,30.15,26.99,Low
EMP_0057,Operations,Manager,6,57.98,3.48,1.76,4,0.331,17.1,0.752,2,1.68,37.88,27.49,Low
EMP_0057,Operations,Manager,7,60.97,2.95,0.65,0,0.333,11.4,0.821,1,3.34,30.06,21.3,Low
EMP_0057,Operations,Manager,8,55.05,4.6,0.61,0,0.6,17.65,0.856,1,2.99,48.46,34.04,Low
EMP_0057,Operations,Manager,9,50.86,2.29,1.56,2,0.387,20.36,0.795,1,3.23,26.68,31.51,Low
EMP_0057,Operations,Manager,10,53.05,4.49,0.52,2,0.429,14.17,0.752,1,2.47,46.29,35.69,Low
EMP_0057,Operations,Manager,11,59.48,2.94,1.37,0,0.576,24.19,0.806,0,3.14,45.07,26.46,Low
EMP_0057,Operations,Manager,12,47.09,4.63,2.42,3,0.619,31.53,0.594,0,1.65,46.76,48.79,Medium
EMP_0058,HR,Manager,1,57.63,4.78,2.21,3,0.749,20.92,0.783,0,2.46,51.47,37.06,Low
EMP_0058,HR,Manager,2,57.65,3.51,1.69,2,0.559,19.6,0.704,2,2.79,42.33,34.1,Low
EMP_0058,HR,Manager,3,54.93,4.79,2.44,1,0.71,25.8,0.779,0,2.4,48.93,41.93,Medium
EMP_0058,HR,Manager,4,49.74,3.79,2.02,2,0.585,30.98,0.67,0,2.92,45.88,37.25,Low
EMP_0058,HR,Manager,5,46.98,4.35,1.82,0,0.765,17.97,0.704,0,1.14,47.12,39.59,Low
EMP_0058,HR,Manager,6,49.23,5.51,2.44,3,0.428,25.34,0.757,0,1.88,47.96,36.7,Low
EMP_0058,HR,Manager,7,57.51,3.08,2.04,6,0.707,27.24,0.741,0,3.01,47.65,38.38,Low
EMP_0058,HR,Manager,8,51.17,3.79,1.25,2,0.545,19.51,0.635,1,2.54,44.08,34.19,Low
EMP_0058,HR,Manager,9,45.97,5.23,2.62,3,0.652,18.95,0.711,0,2.62,37.2,49.19,Medium
EMP_0058,HR,Manager,10,39.18,5.77,2.26,3,0.629,35.37,0.602,1,1.64,68.95,58.8,Medium
EMP_0058,HR,Manager,11,54.42,4.11,1.58,3,0.708,32.93,0.759,1,1.97,32.34,35.31,Low
EMP_0058,HR,Manager,12,57.59,3.95,0.91,2,0.555,6.48,0.781,2,3.02,40.08,23.28,Low
EMP_0059,HR,Senior,1,53.79,3.49,0.53,0,0.37,12.38,0.78,2,4.3,32.93,26.48,Low
EMP_0059,HR,Senior,2,65.95,3.21,1.29,1,0.537,12.31,0.816,0,2.59,20.85,22.34,Low
EMP_0059,HR,Senior,3,57.94,2.64,0.77,1,0.259,8.23,0.882,2,3.68,33.81,14.35,Low
EMP_0059,HR,Senior,4,51.95,4.45,0.9,3,0.607,17.27,0.801,3,3.08,38.26,30.62,Low
EMP_0059,HR,Senior,5,59.69,4.68,1.13,2,0.377,13.84,0.807,0,3.12,33.06,19.3,Low
EMP_0059,HR,Senior,6,53.38,3.06,1.66,3,0.406,16.57,0.76,1,2.66,30.02,31.95,Low
EMP_0059,HR,Senior,7,50.38,2.8,0.42,2,0.383,7.07,0.927,3,3.39,27.81,21.07,Low
EMP_0059,HR,Senior,8,64.0,3.17,0.86,0,0.484,9.8,0.753,2,3.33,26.07,16.71,Low
EMP_0059,HR,Senior,9,58.68,3.96,0.64,0,0.319,9.76,0.809,3,3.64,15.07,23.76,Low
EMP_0059,HR,Senior,10,57.28,4.29,1.6,4,0.579,13.57,0.797,0,2.65,47.51,31.43,Low
EMP_0059,HR,Senior,11,56.63,1.43,0.0,1,0.424,9.83,0.891,0,3.08,27.51,23.46,Low
EMP_0059,HR,Senior,12,50.98,3.48,0.49,1,0.471,12.15,0.876,0,2.68,36.86,19.45,Low
EMP_0060,Marketing,Mid,1,62.94,3.3,1.28,4,0.478,12.65,0.8,1,3.01,29.03,35.24,Low
EMP_0060,Marketing,Mid,2,58.14,3.06,1.16,2,0.504,7.28,0.839,2,2.62,40.79,24.22,Low
EMP_0060,Marketing,Mid,3,59.61,2.61,1.7,2,0.459,18.05,0.778,1,2.54,26.33,34.76,Low
EMP_0060,Marketing,Mid,4,59.7,4.89,1.36,1,0.583,18.83,0.784,2,3.57,34.64,34.64,Low
EMP_0060,Marketing,Mid,5,51.11,3.45,1.2,1,0.559,15.42,0.777,2,2.86,33.45,33.75,Low
EMP_0060,Marketing,Mid,6,65.56,2.5,1.59,1,0.569,24.27,0.736,2,2.61,26.49,25.55,Low
EMP_0060,Marketing,Mid,7,49.82,5.16,2.02,2,0.66,24.59,0.692,0,2.48,37.45,42.48,Medium
EMP_0060,Marketing,Mid,8,56.85,3.74,0.65,4,0.808,18.14,0.685,0,2.13,39.88,32.01,Low
EMP_0060,Marketing,Mid,9,48.96,4.54,1.92,3,0.702,21.69,0.726,0,2.34,39.09,37.11,Low
EMP_0060,Marketing,Mid,10,44.54,4.09,1.85,1,0.45,11.51,0.78,1,2.64,27.92,24.41,Low
EMP_0060,Marketing,Mid,11,55.61,4.75,0.68,2,0.666,21.33,0.732,1,2.42,38.45,33.06,Low
EMP_0060,Marketing,Mid,12,60.22,4.08,1.26,3,0.398,21.95,0.762,0,3.11,50.19,31.33,Low
EMP_0061,Finance,Lead,1,55.54,3.63,0.35,1,0.421,1.3,0.896,0,3.64,46.44,16.39,Low
EMP_0061,Finance,Lead,2,71.29,2.25,0.74,0,0.391,3.83,0.838,1,4.26,14.21,17.23,Low
EMP_0061,Finance,Lead,3,59.87,1.71,0.52,1,0.482,10.86,0.822,4,3.65,39.33,24.24,Low
EMP_0061,Finance,Lead,4,51.17,4.08,0.45,0,0.356,18.3,0.825,1,3.23,30.73,24.25,Low
EMP_0061,Finance,Lead,5,68.13,2.3,1.45,0,0.501,12.62,0.838,0,2.65,23.0,25.2,Low
EMP_0061,Finance,Lead,6,64.74,1.31,0.0,2,0.4,16.07,0.797,2,3.59,37.79,12.53,Low
EMP_0061,Finance,Lead,7,57.32,2.15,1.57,2,0.646,11.58,0.816,1,3.24,35.23,30.13,Low
EMP_0061,Finance,Lead,8,56.05,3.24,0.87,0,0.401,10.55,0.808,0,3.4,38.93,22.68,Low
EMP_0061,Finance,Lead,9,55.4,3.57,1.12,0,0.256,7.82,0.87,1,3.88,17.7,16.96,Low
EMP_0061,Finance,Lead,10,63.36,1.78,0.81,2,0.571,11.14,0.888,0,2.68,20.92,23.09,Low
EMP_0061,Finance,Lead,11,48.37,3.27,0.67,3,0.417,21.04,0.842,1,2.77,61.95,15.25,Low
EMP_0061,Finance,Lead,12,57.73,2.49,1.35,1,0.432,11.35,0.887,2,3.72,28.36,16.65,Low
EMP_0062,Engineering,Junior,1,48.33,3.49,0.51,1,0.443,18.59,0.854,2,3.4,19.14,27.66,Low
EMP_0062,Engineering,Junior,2,62.95,1.68,0.99,2,0.43,16.73,0.728,0,3.33,34.44,23.16,Low
EMP_0062,Engineering,Junior,3,59.2,3.19,0.83,1,0.429,14.18,0.843,0,3.07,37.55,21.4,Low
EMP_0062,Engineering,Junior,4,57.19,1.67,0.47,0,0.356,17.58,0.785,0,3.01,47.54,26.18,Low
EMP_0062,Engineering,Junior,5,52.83,4.08,1.56,1,0.344,7.41,0.766,0,3.34,34.66,23.4,Low
EMP_0062,Engineering,Junior,6,63.16,3.53,1.08,0,0.346,10.98,0.849,3,4.37,34.79,15.84,Low
EMP_0062,Engineering,Junior,7,57.62,3.73,1.53,1,0.442,12.85,0.832,1,3.55,38.67,26.02,Low
EMP_0062,Engineering,Junior,8,57.73,2.45,1.28,0,0.431,16.35,0.752,2,2.89,31.19,23.43,Low
EMP_0062,Engineering,Junior,9,64.8,2.58,0.15,0,0.301,18.06,0.897,2,3.38,20.95,20.33,Low
EMP_0062,Engineering,Junior,10,65.62,4.31,1.8,3,0.548,17.37,0.857,1,2.82,26.33,32.04,Low
EMP_0062,Engineering,Junior,11,52.73,4.43,1.92,1,0.503,11.76,0.762,0,2.85,48.34,29.19,Low
EMP_0062,Engineering,Junior,12,56.37,3.38,0.84,1,0.334,10.93,0.921,1,2.42,8.97,8.47,Low
EMP_0063,Engineering,Mid,1,70.1,2.35,0.72,0,0.501,9.38,0.764,2,3.95,37.87,17.8,Low
EMP_0063,Engineering,Mid,2,54.12,3.74,0.77,2,0.626,15.43,0.846,1,2.81,27.22,34.7,Low
EMP_0063,Engineering,Mid,3,53.1,1.96,0.8,2,0.421,12.42,0.755,1,3.53,26.7,24.79,Low
EMP_0063,Engineering,Mid,4,56.21,4.06,0.4,2,0.592,14.21,0.746,0,3.6,30.55,28.4,Low
EMP_0063,Engineering,Mid,5,54.45,4.1,1.36,0,0.545,19.26,0.846,1,3.61,33.2,21.62,Low
EMP_0063,Engineering,Mid,6,58.99,5.17,0.49,4,0.532,16.17,0.69,2,2.92,35.45,34.23,Low
EMP_0063,Engineering,Mid,7,45.65,3.5,1.27,2,0.505,23.54,0.808,0,2.4,39.9,33.84,Low
EMP_0063,Engineering,Mid,8,55.88,4.24,2.14,1,0.664,12.88,0.721,0,2.36,44.15,27.92,Low
EMP_0063,Engineering,Mid,9,57.33,5.29,1.56,2,0.856,23.58,0.707,0,2.4,42.71,38.06,Low
EMP_0063,Engineering,Mid,10,59.29,3.71,0.92,0,0.385,13.78,0.787,1,3.21,40.15,26.77,Low
EMP_0063,Engineering,Mid,11,58.65,4.01,0.92,2,0.395,16.08,0.647,0,2.78,51.48,34.81,Low
EMP_0063,Engineering,Mid,12,61.34,3.26,0.0,1,0.426,14.44,0.754,0,2.89,34.87,21.38,Low
EMP_0064,Operations,Mid,1,51.28,5.54,1.2,1,0.565,22.58,0.768,0,2.61,24.28,23.54,Low
EMP_0064,Operations,Mid,2,57.98,3.9,1.53,0,0.578,20.09,0.736,1,2.93,32.14,30.31,Low
EMP_0064,Operations,Mid,3,49.66,3.99,1.13,2,0.529,24.72,0.746,0,2.31,35.52,33.57,Low
EMP_0064,Operations,Mid,4,59.59,4.07,1.07,3,0.421,21.97,0.784,1,2.51,46.83,28.4,Low
EMP_0064,Operations,Mid,5,45.6,4.25,1.93,3,0.588,17.75,0.695,1,2.83,46.72,35.98,Low
EMP_0064,Operations,Mid,6,49.97,6.41,1.58,3,0.675,32.89,0.639,0,2.23,37.84,37.87,Low
EMP_0064,Operations,Mid,7,53.46,5.86,1.58,2,0.676,32.53,0.678,1,1.99,54.04,42.67,Medium
EMP_0064,Operations,Mid,8,57.29,5.01,2.23,4,0.621,30.27,0.783,0,1.64,54.46,42.32,Medium
EMP_0064,Operations,Mid,9,58.0,3.98,0.6,3,0.462,27.1,0.735,1,3.34,48.09,28.6,Low
EMP_0064,Operations,Mid,10,55.47,3.19,1.0,1,0.467,24.4,0.765,0,1.79,49.23,28.02,Low
EMP_0064,Operations,Mid,11,47.39,3.53,2.01,1,0.736,24.49,0.609,1,2.21,35.95,37.04,Low
EMP_0064,Operations,Mid,12,57.33,4.11,0.88,0,0.42,17.77,0.762,2,3.25,33.36,25.01,Low
EMP_0065,Operations,Lead,1,56.87,4.09,2.04,1,0.617,20.89,0.759,0,2.75,31.9,39.92,Low
EMP_0065,Operations,Lead,2,57.77,4.31,1.86,4,0.631,31.28,0.707,0,2.36,34.15,33.0,Low
EMP_0065,Operations,Lead,3,55.61,5.9,2.75,5,0.503,16.93,0.751,2,2.48,48.77,44.57,Medium
EMP_0065,Operations,Lead,4,51.08,4.96,1.37,1,0.576,23.05,0.811,1,3.33,35.21,40.08,Medium
EMP_0065,Operations,Lead,5,52.17,3.7,2.13,5,0.693,35.08,0.686,0,1.65,44.24,39.58,Low
EMP_0065,Operations,Lead,6,52.09,3.76,0.59,1,0.627,17.56,0.785,0,3.37,37.16,24.79,Low
EMP_0065,Operations,Lead,7,51.29,3.92,2.3,3,0.883,22.75,0.711,0,1.9,47.07,51.65,Medium
EMP_0065,Operations,Lead,8,56.7,3.41,1.93,5,0.5,20.54,0.75,2,2.33,35.88,41.72,Medium
EMP_0065,Operations,Lead,9,54.29,3.85,2.65,1,0.641,18.1,0.746,0,2.9,29.12,36.94,Low
EMP_0065,Operations,Lead,10,61.36,5.51,1.8,3,0.603,15.44,0.699,0,2.31,42.87,40.68,Medium
EMP_0065,Operations,Lead,11,44.45,6.52,2.83,5,0.686,32.68,0.614,0,1.7,67.38,55.87,Medium
EMP_0065,Operations,Lead,12,50.42,5.64,2.71,2,0.561,30.26,0.676,0,1.97,58.79,44.26,Medium
EMP_0066,Finance,Junior,1,47.58,3.69,2.28,0,0.48,25.97,0.74,0,3.01,41.26,37.65,Low
